Supplementary Data 1- Differentially expressed genes in activated T cells,,,,,,,,,,,,
transcript ID,entrez,symbol,chromosome,start,end,biotype,description,log FoldChange (stim-unstim),Average Exprression,t statistics,P.Value,adjusted P.Value
ENSG00000131747,7153,TOP2A,17,38544768,38574202,protein_coding,topoisomerase (DNA) II alpha 170kDa [Source:HGNC Symbol;Acc:11989],7.305394503,5.886353607,64.75589105,4.55E-73,5.04E-70
ENSG00000087586,6790,AURKA,20,54944445,54967393,protein_coding,aurora kinase A [Source:HGNC Symbol;Acc:11393],6.068116514,3.829304527,63.62703968,1.90E-72,1.99E-69
ENSG00000168209,54541,DDIT4,10,74033678,74035794,protein_coding,DNA-damage-inducible transcript 4 [Source:HGNC Symbol;Acc:24944],5.989154726,6.591953143,63.31713019,2.82E-72,2.80E-69
ENSG00000163507,57650,KIAA1524,3,108268716,108308491,protein_coding,KIAA1524 [Source:HGNC Symbol;Acc:29302],4.627076377,4.354761499,62.97588954,4.38E-72,4.13E-69
ENSG00000105281,6510,SLC1A5,19,47278140,47291851,protein_coding,"solute carrier family 1 (neutral amino acid transporter), member 5 [Source:HGNC Symbol;Acc:10943]",5.078031366,5.749180676,62.7603474,5.78E-72,5.20E-69
ENSG00000170312,983,CDK1,10,62538089,62554610,protein_coding,cyclin-dependent kinase 1 [Source:HGNC Symbol;Acc:1722],7.037765414,4.091207256,62.55446103,7.55E-72,6.03E-69
ENSG00000134690,55143,CDCA8,1,38158090,38175391,protein_coding,cell division cycle associated 8 [Source:HGNC Symbol;Acc:14629],5.972011652,3.676289127,62.55276581,7.57E-72,6.03E-69
ENSG00000142731,10733,PLK4,4,128802016,128820350,protein_coding,polo-like kinase 4 [Source:HGNC Symbol;Acc:11397],4.84143305,4.084746498,62.54272117,7.67E-72,6.03E-69
ENSG00000142945,11004,KIF2C,1,45205490,45233439,protein_coding,kinesin family member 2C [Source:HGNC Symbol;Acc:6393],6.678877221,4.108899593,60.87273958,6.90E-71,5.21E-68
ENSG00000174371,9156,EXO1,1,242011269,242058450,protein_coding,exonuclease 1 [Source:HGNC Symbol;Acc:3511],6.815194505,3.229879998,60.27751719,1.53E-70,1.11E-67
ENSG00000147457,91782,CHMP7,8,23101150,23119512,protein_coding,charged multivesicular body protein 7 [Source:HGNC Symbol;Acc:28439],-3.330346912,7.329860513,-60.18356497,1.74E-70,1.21E-67
ENSG00000105011,55723,ASF1B,19,14230321,14247768,protein_coding,anti-silencing function 1B histone chaperone [Source:HGNC Symbol;Acc:20996],5.219913522,4.117902957,59.9327757,2.44E-70,1.64E-67
ENSG00000171241,79801,SHCBP1,16,46614466,46655538,protein_coding,SHC SH2-domain binding protein 1 [Source:HGNC Symbol;Acc:29547],6.184290123,3.651790582,59.81594836,2.85E-70,1.86E-67
ENSG00000073111,4171,MCM2,3,127317066,127341276,protein_coding,minichromosome maintenance complex component 2 [Source:HGNC Symbol;Acc:6944],5.159633021,6.230200471,59.75937993,3.08E-70,1.94E-67
ENSG00000165480,221150,SKA3,13,21727734,21750741,protein_coding,spindle and kinetochore associated complex subunit 3 [Source:HGNC Symbol;Acc:20262],7.131574532,2.261173904,59.41437817,4.93E-70,3.00E-67
ENSG00000077152,29089,UBE2T,1,202300785,202311108,protein_coding,ubiquitin-conjugating enzyme E2T (putative) [Source:HGNC Symbol;Acc:25009],4.514813017,3.825348218,58.8085396,1.13E-69,6.66E-67
ENSG00000149554,1111,CHEK1,11,125495036,125546150,protein_coding,checkpoint kinase 1 [Source:HGNC Symbol;Acc:1925],4.985711722,4.575828276,57.73450112,5.02E-69,2.87E-66
ENSG00000128342,3976,LIF,22,30636436,30642840,protein_coding,leukemia inhibitory factor [Source:HGNC Symbol;Acc:6596],9.592691905,4.687228032,57.55027324,6.51E-69,3.61E-66
ENSG00000085999,8438,RAD54L,1,46713360,46744145,protein_coding,RAD54-like (S. cerevisiae) [Source:HGNC Symbol;Acc:9826],5.73036582,2.981264651,57.01697288,1.38E-68,7.45E-66
ENSG00000165304,9833,MELK,9,36572859,36677678,protein_coding,maternal embryonic leucine zipper kinase [Source:HGNC Symbol;Acc:16870],7.583547052,2.78213198,56.941843,1.54E-68,8.06E-66
ENSG00000135476,9700,ESPL1,12,53662083,53687427,protein_coding,extra spindle pole bodies homolog 1 (S. cerevisiae) [Source:HGNC Symbol;Acc:16856],6.399972058,3.809082913,56.88620932,1.66E-68,8.48E-66
ENSG00000148773,4288,MKI67,10,129894923,129924649,protein_coding,marker of proliferation Ki-67 [Source:HGNC Symbol;Acc:7107],7.6964518,5.427029698,56.62696725,2.41E-68,1.19E-65
ENSG00000012048,672,BRCA1,17,41196312,41277500,protein_coding,"breast cancer 1, early onset [Source:HGNC Symbol;Acc:1100]",4.810950049,4.683517644,56.58254922,2.56E-68,1.24E-65
ENSG00000179456,10472,ZBTB18,1,244214585,244220778,protein_coding,zinc finger and BTB domain containing 18 [Source:HGNC Symbol;Acc:13030],-3.99348626,5.639409897,-56.48641475,2.94E-68,1.39E-65
ENSG00000156970,701,BUB1B,15,40453224,40513337,protein_coding,BUB1 mitotic checkpoint serine/threonine kinase B [Source:HGNC Symbol;Acc:1149],6.616509283,3.652193951,56.36895049,3.48E-68,1.60E-65
ENSG00000127528,10365,KLF2,19,16435628,16438685,protein_coding,Kruppel-like factor 2 [Source:HGNC Symbol;Acc:6347],-8.88010246,3.25328699,-55.69163523,9.25E-68,4.15E-65
ENSG00000134802,29015,SLC43A3,11,57174427,57195053,protein_coding,"solute carrier family 43, member 3 [Source:HGNC Symbol;Acc:17466]",4.728575932,5.914119303,55.67512752,9.47E-68,4.15E-65
ENSG00000117399,991,CDC20,1,43824626,43828874,protein_coding,cell division cycle 20 [Source:HGNC Symbol;Acc:1723],7.676814652,3.180709638,55.55248978,1.13E-67,4.85E-65
ENSG00000138160,3832,KIF11,10,94353043,94415150,protein_coding,kinesin family member 11 [Source:HGNC Symbol;Acc:6388],5.416070001,4.80969304,55.51984819,1.19E-67,4.97E-65
ENSG00000178999,9212,AURKB,17,8108056,8113918,protein_coding,aurora kinase B [Source:HGNC Symbol;Acc:11390],6.800929343,3.201100105,55.48727247,1.24E-67,5.10E-65
ENSG00000162894,9214,FAIM3,1,207077731,207096592,protein_coding,Fas apoptotic inhibitory molecule 3 [Source:HGNC Symbol;Acc:14315],-4.999903574,7.195438861,-55.29267291,1.65E-67,6.63E-65
ENSG00000100714,4522,MTHFD1,14,64854749,64926722,protein_coding,"methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1, methenyltetrahydrofolate cyclohydrolase, formyltetrahydrofolate synthetase [Source:HGNC Symbol;Acc:7432]",3.231964903,6.75622162,55.2291653,1.81E-67,7.13E-65
ENSG00000140525,55215,FANCI,15,89787180,89860492,protein_coding,"Fanconi anemia, complementation group I [Source:HGNC Symbol;Acc:25568]",3.92665507,6.094918314,55.02957801,2.43E-67,9.35E-65
ENSG00000166451,55839,CENPN,16,81040103,81066719,protein_coding,centromere protein N [Source:HGNC Symbol;Acc:30873],4.171813722,3.59667153,54.71285505,3.87E-67,1.46E-64
ENSG00000133119,5983,RFC3,13,34392186,34540695,protein_coding,"replication factor C (activator 1) 3, 38kDa [Source:HGNC Symbol;Acc:9971]",4.013392915,4.760137997,54.68175415,4.05E-67,1.50E-64
ENSG00000089685,332,BIRC5,17,76210267,76221717,protein_coding,baculoviral IAP repeat containing 5 [Source:HGNC Symbol;Acc:593],7.132318682,3.557736811,54.53010362,5.07E-67,1.84E-64
ENSG00000145386,890,CCNA2,4,122737599,122745087,protein_coding,cyclin A2 [Source:HGNC Symbol;Acc:1578],6.324372141,4.384366141,54.43505767,5.84E-67,2.08E-64
ENSG00000072571,3161,HMMR,5,162887209,162918947,protein_coding,hyaluronan-mediated motility receptor (RHAMM) [Source:HGNC Symbol;Acc:5012],7.50458315,3.253461494,54.00646808,1.10E-66,3.86E-64
ENSG00000134107,8553,BHLHE40,3,5020801,5027008,protein_coding,"basic helix-loop-helix family, member e40 [Source:HGNC Symbol;Acc:1046]",6.976667557,6.378105772,53.98477806,1.65E-66,5.64E-64
ENSG00000100100,113791,PIK3IP1,22,31677579,31688520,protein_coding,phosphoinositide-3-kinase interacting protein 1 [Source:HGNC Symbol;Acc:24942],-4.704080914,6.824858161,-53.72411479,1.68E-66,5.67E-64
ENSG00000121152,23397,NCAPH,2,97001525,97039583,protein_coding,"non-SMC condensin I complex, subunit H [Source:HGNC Symbol;Acc:1112]",7.703937936,2.804568606,53.51770083,2.30E-66,7.60E-64
ENSG00000131153,51659,GINS2,16,85709804,85723679,protein_coding,GINS complex subunit 2 (Psf2 homolog) [Source:HGNC Symbol;Acc:24575],5.520129516,3.434628535,53.20341051,3.69E-66,1.20E-63
ENSG00000011426,54443,ANLN,7,36429415,36493400,protein_coding,"anillin, actin binding protein [Source:HGNC Symbol;Acc:14082]",5.767825915,3.373317334,53.01687166,4.90E-66,1.57E-63
ENSG00000137807,9493,KIF23,15,69706585,69740764,protein_coding,kinesin family member 23 [Source:HGNC Symbol;Acc:6392],5.512640124,3.580650365,52.97637052,5.21E-66,1.64E-63
ENSG00000101003,9837,GINS1,20,25388363,25433264,protein_coding,GINS complex subunit 1 (Psf1 homolog) [Source:HGNC Symbol;Acc:28980],4.527506427,3.792857541,52.89035369,5.94E-66,1.84E-63
ENSG00000171320,157570,ESCO2,8,27629466,27670157,protein_coding,establishment of sister chromatid cohesion N-acetyltransferase 2 [Source:HGNC Symbol;Acc:27230],4.800795212,3.352299231,52.68853269,8.08E-66,2.46E-63
ENSG00000090889,24137,KIF4A,X,69509879,69640682,protein_coding,kinesin family member 4A [Source:HGNC Symbol;Acc:13339],6.214773259,2.659235794,51.95947602,2.48E-65,7.43E-63
ENSG00000239672,4830,NME1,17,49230897,49239789,protein_coding,NME/NM23 nucleoside diphosphate kinase 1 [Source:HGNC Symbol;Acc:7849],4.276423258,5.545900293,51.90262258,2.71E-65,7.99E-63
ENSG00000138180,55165,CEP55,10,95256389,95288849,protein_coding,centrosomal protein 55kDa [Source:HGNC Symbol;Acc:1161],8.157859411,2.632435367,51.82296414,3.07E-65,8.90E-63
ENSG00000198901,9055,PRC1,15,91509270,91538859,protein_coding,protein regulator of cytokinesis 1 [Source:HGNC Symbol;Acc:9341],4.248600967,4.71879523,51.29154159,7.03E-65,2.01E-62
ENSG00000137812,57082,CASC5,15,40886218,40956540,protein_coding,cancer susceptibility candidate 5 [Source:HGNC Symbol;Acc:24054],5.375664064,3.859107782,51.2486553,7.51E-65,2.12E-62
ENSG00000101412,1869,E2F1,20,32263489,32274210,protein_coding,E2F transcription factor 1 [Source:HGNC Symbol;Acc:3113],4.90076924,3.57930844,51.21219594,7.96E-65,2.21E-62
ENSG00000085840,4998,ORC1,1,52838501,52870131,protein_coding,"origin recognition complex, subunit 1 [Source:HGNC Symbol;Acc:8487]",5.158402763,4.209977474,51.13637401,8.96E-65,2.45E-62
ENSG00000075218,51512,GTSE1,22,46692638,46726707,protein_coding,G-2 and S-phase expressed 1 [Source:HGNC Symbol;Acc:13698],5.306805595,3.281051212,51.05364447,1.02E-64,2.72E-62
ENSG00000076382,10615,SPAG5,17,26904588,26926297,protein_coding,sperm associated antigen 5 [Source:HGNC Symbol;Acc:13452],4.841754308,4.687518431,51.05138692,1.02E-64,2.72E-62
ENSG00000169679,699,BUB1,2,111395275,111435691,protein_coding,BUB1 mitotic checkpoint serine/threonine kinase [Source:HGNC Symbol;Acc:1148],5.666913291,4.462501709,50.77257725,1.59E-64,4.17E-62
ENSG00000157978,26119,LDLRAP1,1,25870071,25895377,protein_coding,low density lipoprotein receptor adaptor protein 1 [Source:HGNC Symbol;Acc:18640],-4.391444292,6.538361856,-50.28771507,3.44E-64,8.89E-62
ENSG00000143228,83540,NUF2,1,163236366,163325554,protein_coding,"NUF2, NDC80 kinetochore complex component [Source:HGNC Symbol;Acc:14621]",5.03577501,3.392473444,50.18655131,4.04E-64,1.03E-61
ENSG00000112079,11329,STK38,6,36461669,36515247,protein_coding,serine/threonine kinase 38 [Source:HGNC Symbol;Acc:17847],-3.273004223,7.231239398,-49.96128085,5.80E-64,1.46E-61
ENSG00000123473,6491,STIL,1,47715811,47779819,protein_coding,SCL/TAL1 interrupting locus [Source:HGNC Symbol;Acc:10879],4.309450786,4.23697732,49.83539653,7.10E-64,1.76E-61
ENSG00000134333,3939,LDHA,11,18415935,18429972,protein_coding,lactate dehydrogenase A [Source:HGNC Symbol;Acc:6535],4.837275705,9.590986437,49.57747617,1.08E-63,2.64E-61
ENSG00000263264,NA,CTB-133G6.1,19,7413848,7448271,protein_coding,,-4.489479705,4.00688706,-48.95225911,2.98E-63,7.20E-61
ENSG00000177602,83903,GSG2,17,3627211,3630067,protein_coding,germ cell associated 2 (haspin) [Source:HGNC Symbol;Acc:19682],5.179963764,2.735562845,48.94513641,3.02E-63,7.20E-61
ENSG00000111206,2305,FOXM1,12,2966847,2986206,protein_coding,forkhead box M1 [Source:HGNC Symbol;Acc:3818],4.656872155,4.576034227,48.93275362,3.08E-63,7.26E-61
ENSG00000080986,10403,NDC80,18,2571510,2616634,protein_coding,NDC80 kinetochore complex component [Source:HGNC Symbol;Acc:16909],4.320320255,4.484553059,48.61239852,5.21E-63,1.21E-60
ENSG00000027869,9047,SH2D2A,1,156776035,156786654,protein_coding,SH2 domain containing 2A [Source:HGNC Symbol;Acc:10821],5.12539519,4.954053628,48.4872111,6.41E-63,1.47E-60
ENSG00000112742,7272,TTK,6,80713604,80752244,protein_coding,TTK protein kinase [Source:HGNC Symbol;Acc:12401],6.137713889,2.946461199,48.14209883,1.14E-62,2.58E-60
ENSG00000146410,113115,MTFR2,6,136552162,136571473,protein_coding,mitochondrial fission regulator 2 [Source:HGNC Symbol;Acc:21115],5.05900709,2.713041322,47.92623836,1.63E-62,3.65E-60
ENSG00000129810,151648,SGOL1,3,20202085,20227784,protein_coding,shugoshin-like 1 (S. pombe) [Source:HGNC Symbol;Acc:25088],4.726723157,3.096116279,47.83443703,1.90E-62,4.21E-60
ENSG00000181754,57463,AMIGO1,1,110046797,110052360,protein_coding,adhesion molecule with Ig-like domain 1 [Source:HGNC Symbol;Acc:20824],-4.622829364,4.100745915,-47.79861016,2.01E-62,4.42E-60
ENSG00000140105,7453,WARS,14,100800125,100843142,protein_coding,tryptophanyl-tRNA synthetase [Source:HGNC Symbol;Acc:12729],5.183694674,7.39875697,47.74428642,2.21E-62,4.78E-60
ENSG00000111424,7421,VDR,12,48235320,48336831,protein_coding,"vitamin D (1,25- dihydroxyvitamin D3) receptor [Source:HGNC Symbol;Acc:12679]",6.046950439,4.60749762,47.73356413,2.25E-62,4.81E-60
ENSG00000120875,1846,DUSP4,8,29190581,29208185,protein_coding,dual specificity phosphatase 4 [Source:HGNC Symbol;Acc:3070],7.679253827,4.506741623,47.71101214,2.86E-62,6.07E-60
ENSG00000198554,11169,WDHD1,14,55405668,55493823,protein_coding,WD repeat and HMG-box DNA binding protein 1 [Source:HGNC Symbol;Acc:23170],4.16484785,4.871527118,47.55279853,3.04E-62,6.38E-60
ENSG00000164045,993,CDC25A,3,48198636,48229892,protein_coding,cell division cycle 25A [Source:HGNC Symbol;Acc:1725],7.820672171,2.225561594,47.48722359,3.40E-62,7.04E-60
ENSG00000175063,11065,UBE2C,20,44441215,44445596,protein_coding,ubiquitin-conjugating enzyme E2C [Source:HGNC Symbol;Acc:15937],7.918387715,2.797772456,47.38005624,4.07E-62,8.35E-60
ENSG00000157456,9133,CCNB2,15,59397277,59417244,protein_coding,cyclin B2 [Source:HGNC Symbol;Acc:1580],8.121217616,2.413516843,47.37227072,4.12E-62,8.36E-60
ENSG00000100526,1033,CDKN3,14,54863567,54886936,protein_coding,cyclin-dependent kinase inhibitor 3 [Source:HGNC Symbol;Acc:1791],5.519788151,2.70504732,47.10044728,6.53E-62,1.31E-59
ENSG00000196550,729533,FAM72A,1,206136916,206155151,protein_coding,"family with sequence similarity 72, member A [Source:HGNC Symbol;Acc:24044]",6.564439204,2.215436488,46.72476081,1.24E-61,2.45E-59
ENSG00000112984,10112,KIF20A,5,137514408,137523404,protein_coding,kinesin family member 20A [Source:HGNC Symbol;Acc:9787],7.159066386,2.999665865,46.71820516,1.25E-61,2.45E-59
ENSG00000156535,135228,CD109,6,74405508,74538040,protein_coding,CD109 molecule [Source:HGNC Symbol;Acc:21685],4.804588934,4.956680904,46.71487942,1.26E-61,2.45E-59
ENSG00000123485,55355,HJURP,2,234742062,234763212,protein_coding,Holliday junction recognition protein [Source:HGNC Symbol;Acc:25444],6.57975311,3.243526175,46.53212261,1.72E-61,3.32E-59
ENSG00000133816,9645,MICAL2,11,12115543,12285334,protein_coding,"microtubule associated monooxygenase, calponin and LIM domain containing 2 [Source:HGNC Symbol;Acc:24693]",5.239910186,4.906860452,46.44203963,2.01E-61,3.83E-59
ENSG00000163346,57326,PBXIP1,1,154916552,154928599,protein_coding,pre-B-cell leukemia homeobox interacting protein 1 [Source:HGNC Symbol;Acc:21199],-3.859501248,6.945387408,-46.39279256,2.19E-61,4.13E-59
ENSG00000132646,5111,PCNA,20,5095599,5107272,protein_coding,proliferating cell nuclear antigen [Source:HGNC Symbol;Acc:8729],3.770408506,7.370383712,46.15321174,3.31E-61,6.19E-59
ENSG00000135960,10913,EDAR,2,109510927,109605828,protein_coding,ectodysplasin A receptor [Source:HGNC Symbol;Acc:2895],-5.104310593,2.87140319,-45.9738359,4.52E-61,8.36E-59
ENSG00000256663,NA,RP11-424C20.2,12,20704524,20705946,pseudogene,,7.836408268,2.665897941,45.92546357,4.92E-61,9.00E-59
ENSG00000128050,10606,PAICS,4,57301907,57327534,protein_coding,"phosphoribosylaminoimidazole carboxylase, phosphoribosylaminoimidazole succinocarboxamide synthetase [Source:HGNC Symbol;Acc:8587]",3.493357457,7.95839517,45.85655677,5.54E-61,1.01E-58
ENSG00000112312,51053,GMNN,6,24775159,24786327,protein_coding,"geminin, DNA replication inhibitor [Source:HGNC Symbol;Acc:17493]",3.93118163,3.693984281,45.67721134,7.58E-61,1.36E-58
ENSG00000111640,2597,GAPDH,12,6643093,6647537,protein_coding,glyceraldehyde-3-phosphate dehydrogenase [Source:HGNC Symbol;Acc:4141],4.630007789,10.6140471,45.46371538,1.10E-60,1.96E-58
ENSG00000114812,7433,VIPR1,3,42530791,42579059,protein_coding,vasoactive intestinal peptide receptor 1 [Source:HGNC Symbol;Acc:12694],-5.277482143,3.988676893,-45.31637631,1.43E-60,2.51E-58
ENSG00000188610,653820,FAM72B,1,120837756,120855681,protein_coding,"family with sequence similarity 72, member B [Source:HGNC Symbol;Acc:24805]",7.170205541,1.002797047,45.29430853,1.48E-60,2.59E-58
ENSG00000182481,3838,KPNA2,17,66031635,66042958,protein_coding,"karyopherin alpha 2 (RAG cohort 1, importin alpha 1) [Source:HGNC Symbol;Acc:6395]",4.056586924,5.117140601,45.23164371,1.66E-60,2.86E-58
ENSG00000111247,10635,RAD51AP1,12,4647950,4669214,protein_coding,RAD51 associated protein 1 [Source:HGNC Symbol;Acc:16956],5.594693358,2.953902048,45.22727029,1.67E-60,2.86E-58
ENSG00000264820,653820,FAM72B,HG1292_PATCH,121710269,121728190,protein_coding,"family with sequence similarity 72, member B [Source:HGNC Symbol;Acc:24805]",7.168324307,1.003126132,45.22021199,1.69E-60,2.87E-58
ENSG00000184661,157313,CDCA2,8,25316513,25365436,protein_coding,cell division cycle associated 2 [Source:HGNC Symbol;Acc:14623],6.681614191,2.368803345,45.1655713,1.86E-60,3.13E-58
ENSG00000164087,25886,POC1A,3,52109269,52188706,protein_coding,POC1 centriolar protein A [Source:HGNC Symbol;Acc:24488],4.361954664,2.598862831,45.10442853,2.07E-60,3.46E-58
ENSG00000262472,3838,KPNA2,HG747_PATCH,66031635,66042958,protein_coding,"karyopherin alpha 2 (RAG cohort 1, importin alpha 1) [Source:HGNC Symbol;Acc:6395]",4.059624671,5.118645777,45.08781037,2.13E-60,3.53E-58
ENSG00000101773,5932,RBBP8,18,20378224,20606451,protein_coding,retinoblastoma binding protein 8 [Source:HGNC Symbol;Acc:9891],4.6207433,4.235626909,44.71970935,4.10E-60,6.73E-58
ENSG00000071539,9319,TRIP13,5,892758,919472,protein_coding,thyroid hormone receptor interactor 13 [Source:HGNC Symbol;Acc:12307],5.128519197,2.715054881,44.28094036,8.99E-60,1.46E-57
ENSG00000203760,387103,CENPW,6,126661320,126670021,protein_coding,centromere protein W [Source:HGNC Symbol;Acc:21488],6.426911987,1.936119264,44.17223937,1.09E-59,1.76E-57
ENSG00000051180,5888,RAD51,15,40986972,41024354,protein_coding,RAD51 recombinase [Source:HGNC Symbol;Acc:9817],5.282096433,3.258950617,44.12344138,1.19E-59,1.91E-57
ENSG00000154102,404550,C16orf74,16,85723690,85784735,protein_coding,chromosome 16 open reading frame 74 [Source:HGNC Symbol;Acc:23362],-5.402617373,1.045167293,-43.91202043,1.75E-59,2.77E-57
ENSG00000091409,3655,ITGA6,2,173292082,173371181,protein_coding,"integrin, alpha 6 [Source:HGNC Symbol;Acc:6142]",-4.821255948,5.880933657,-43.79423214,2.17E-59,3.40E-57
ENSG00000139734,81624,DIAPH3,13,60239717,60738121,protein_coding,diaphanous-related formin 3 [Source:HGNC Symbol;Acc:15480],7.676747612,2.157897366,43.70345316,2.55E-59,3.98E-57
ENSG00000066279,259266,ASPM,1,197053258,197115824,protein_coding,"asp (abnormal spindle) homolog, microcephaly associated (Drosophila) [Source:HGNC Symbol;Acc:19048]",7.243142524,3.637869621,43.56564988,3.28E-59,5.08E-57
ENSG00000151725,79682,CENPU,4,185615772,185655287,protein_coding,centromere protein U [Source:HGNC Symbol;Acc:21348],5.779736238,3.666566882,43.56001242,3.32E-59,5.09E-57
ENSG00000167900,7083,TK1,17,76170160,76183314,protein_coding,"thymidine kinase 1, soluble [Source:HGNC Symbol;Acc:11830]",7.86173193,3.616881903,43.48665779,3.81E-59,5.79E-57
ENSG00000106462,2146,EZH2,7,148504475,148581413,protein_coding,enhancer of zeste homolog 2 (Drosophila) [Source:HGNC Symbol;Acc:3527],4.083113838,5.409461835,43.43691313,4.15E-59,6.27E-57
ENSG00000163808,56992,KIF15,3,44803209,44914868,protein_coding,kinesin family member 15 [Source:HGNC Symbol;Acc:17273],6.90985671,2.875078235,43.36165272,4.77E-59,7.14E-57
ENSG00000118193,9928,KIF14,1,200520628,200589862,protein_coding,kinesin family member 14 [Source:HGNC Symbol;Acc:19181],5.72440891,3.305173786,43.31657079,5.18E-59,7.69E-57
ENSG00000167670,10036,CHAF1A,19,4402659,4445015,protein_coding,"chromatin assembly factor 1, subunit A (p150) [Source:HGNC Symbol;Acc:1910]",3.362088309,4.714716498,43.30882037,5.25E-59,7.74E-57
ENSG00000121621,81930,KIF18A,11,28042167,28129855,protein_coding,kinesin family member 18A [Source:HGNC Symbol;Acc:29441],4.616512902,2.814863775,43.27696674,5.57E-59,8.14E-57
ENSG00000123975,1164,CKS2,9,91926113,91931618,protein_coding,CDC28 protein kinase regulatory subunit 2 [Source:HGNC Symbol;Acc:2000],4.718907964,4.569625017,43.22954704,6.07E-59,8.81E-57
ENSG00000114346,1894,ECT2,3,172468472,172539264,protein_coding,epithelial cell transforming sequence 2 oncogene [Source:HGNC Symbol;Acc:3155],4.149760535,4.052494059,43.11631659,7.48E-59,1.08E-56
ENSG00000143167,10223,GPA33,1,167022073,167059868,protein_coding,glycoprotein A33 (transmembrane) [Source:HGNC Symbol;Acc:4445],-7.654756162,2.573823632,-43.11183747,7.54E-59,1.08E-56
ENSG00000171314,5223,PGAM1,10,99185917,99193198,protein_coding,phosphoglycerate mutase 1 (brain) [Source:HGNC Symbol;Acc:8888],3.980110819,8.550994816,43.09151644,7.83E-59,1.11E-56
ENSG00000119969,3070,HELLS,10,96305547,96373662,protein_coding,"helicase, lymphoid-specific [Source:HGNC Symbol;Acc:4861]",4.275615325,5.067550976,42.93649837,1.04E-58,1.47E-56
ENSG00000116106,2043,EPHA4,2,222282747,222438922,protein_coding,EPH receptor A4 [Source:HGNC Symbol;Acc:3388],-5.632118713,3.382534603,-42.82164897,1.29E-58,1.80E-56
ENSG00000068489,55771,PRR11,17,57232860,57282066,protein_coding,proline rich 11 [Source:HGNC Symbol;Acc:25619],5.251367498,4.195388498,42.68589921,1.66E-58,2.30E-56
